,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Year,Month,Day
890929,285,4,2015-04-09,4782,438,1,0,0,1,2015,4,9
892044,285,5,2015-04-10,4855,444,1,0,0,1,2015,4,10
893159,285,6,2015-04-11,6679,571,1,0,0,0,2015,4,11
894274,285,7,2015-04-12,0,0,0,0,0,0,2015,4,12
895389,285,1,2015-04-13,6805,611,1,1,0,0,2015,4,13
896504,285,2,2015-04-14,5779,533,1,1,0,0,2015,4,14
897619,285,3,2015-04-15,5440,464,1,1,0,0,2015,4,15
898734,285,4,2015-04-16,5648,484,1,1,0,0,2015,4,16
899849,285,5,2015-04-17,6106,528,1,1,0,0,2015,4,17
900964,285,6,2015-04-18,6470,587,1,0,0,0,2015,4,18
902079,285,7,2015-04-19,0,0,0,0,0,0,2015,4,19
903194,285,1,2015-04-20,4981,478,1,0,0,0,2015,4,20
904309,285,2,2015-04-21,3270,382,1,0,0,0,2015,4,21
905424,285,3,2015-04-22,4229,414,1,0,0,0,2015,4,22
906539,285,4,2015-04-23,4079,417,1,0,0,0,2015,4,23
907654,285,5,2015-04-24,4635,467,1,0,0,0,2015,4,24
908769,285,6,2015-04-25,6615,534,1,0,0,0,2015,4,25
909884,285,7,2015-04-26,0,0,0,0,0,0,2015,4,26
910999,285,1,2015-04-27,6307,475,1,1,0,0,2015,4,27
912114,285,2,2015-04-28,6099,516,1,1,0,0,2015,4,28
913229,285,3,2015-04-29,6399,539,1,1,0,0,2015,4,29
914344,285,4,2015-04-30,7029,577,1,1,0,0,2015,4,30
915459,285,5,2015-05-01,0,0,0,1,a,0,2015,5,1
916574,285,6,2015-05-02,9116,748,1,0,0,0,2015,5,2
917689,285,7,2015-05-03,0,0,0,0,0,0,2015,5,3
918804,285,1,2015-05-04,6484,574,1,1,0,0,2015,5,4
919919,285,2,2015-05-05,5432,481,1,1,0,0,2015,5,5
921034,285,3,2015-05-06,5646,510,1,1,0,0,2015,5,6
922149,285,4,2015-05-07,4277,427,1,1,0,0,2015,5,7
923264,285,5,2015-05-08,6335,547,1,1,0,0,2015,5,8
924379,285,6,2015-05-09,6720,592,1,0,0,0,2015,5,9
925494,285,7,2015-05-10,0,0,0,0,0,0,2015,5,10
926609,285,1,2015-05-11,5054,474,1,0,0,0,2015,5,11
927724,285,2,2015-05-12,4166,447,1,0,0,0,2015,5,12
928839,285,3,2015-05-13,5317,550,1,0,0,0,2015,5,13
929954,285,4,2015-05-14,0,0,0,0,a,0,2015,5,14
931069,285,5,2015-05-15,6685,550,1,0,0,0,2015,5,15
932184,285,6,2015-05-16,6971,585,1,0,0,0,2015,5,16
933299,285,7,2015-05-17,0,0,0,0,0,0,2015,5,17
934414,285,1,2015-05-18,7394,625,1,1,0,0,2015,5,18
935529,285,2,2015-05-19,5932,496,1,1,0,0,2015,5,19
936644,285,3,2015-05-20,5744,485,1,1,0,0,2015,5,20
937759,285,4,2015-05-21,5903,490,1,1,0,0,2015,5,21
938874,285,5,2015-05-22,5194,493,1,1,0,0,2015,5,22
939989,285,6,2015-05-23,6763,623,1,0,0,0,2015,5,23
941104,285,7,2015-05-24,0,0,0,0,0,0,2015,5,24
942219,285,1,2015-05-25,0,0,0,0,a,0,2015,5,25
943334,285,2,2015-05-26,5589,492,1,0,0,0,2015,5,26
944449,285,3,2015-05-27,4978,463,1,0,0,0,2015,5,27
945564,285,4,2015-05-28,4789,405,1,0,0,0,2015,5,28
946679,285,5,2015-05-29,5302,467,1,0,0,0,2015,5,29
947794,285,6,2015-05-30,7257,610,1,0,0,0,2015,5,30
948909,285,7,2015-05-31,0,0,0,0,0,0,2015,5,31
950024,285,1,2015-06-01,7141,560,1,1,0,0,2015,6,1
951139,285,2,2015-06-02,7031,545,1,1,0,0,2015,6,2
952254,285,3,2015-06-03,6149,578,1,1,0,0,2015,6,3
953369,285,4,2015-06-04,0,0,0,1,a,0,2015,6,4
954484,285,5,2015-06-05,8130,619,1,1,0,0,2015,6,5
955599,285,6,2015-06-06,6147,564,1,0,0,0,2015,6,6
956714,285,7,2015-06-07,0,0,0,0,0,0,2015,6,7
957829,285,1,2015-06-08,4405,476,1,0,0,0,2015,6,8
958944,285,2,2015-06-09,4742,448,1,0,0,0,2015,6,9
960059,285,3,2015-06-10,4562,443,1,0,0,0,2015,6,10
961174,285,4,2015-06-11,4312,425,1,0,0,0,2015,6,11
962289,285,5,2015-06-12,4582,441,1,0,0,0,2015,6,12
963404,285,6,2015-06-13,7422,625,1,0,0,0,2015,6,13
964519,285,7,2015-06-14,0,0,0,0,0,0,2015,6,14
965634,285,1,2015-06-15,7565,610,1,1,0,0,2015,6,15
966749,285,2,2015-06-16,5934,510,1,1,0,0,2015,6,16
967864,285,3,2015-06-17,5755,498,1,1,0,0,2015,6,17
968979,285,4,2015-06-18,5493,432,1,1,0,0,2015,6,18
970094,285,5,2015-06-19,5485,487,1,1,0,0,2015,6,19
971209,285,6,2015-06-20,6462,565,1,0,0,0,2015,6,20
972324,285,7,2015-06-21,0,0,0,0,0,0,2015,6,21
973439,285,1,2015-06-22,3687,385,1,0,0,0,2015,6,22
974554,285,2,2015-06-23,4639,428,1,0,0,0,2015,6,23
975669,285,3,2015-06-24,4552,445,1,0,0,0,2015,6,24
976784,285,4,2015-06-25,3816,399,1,0,0,0,2015,6,25
977899,285,5,2015-06-26,4364,432,1,0,0,0,2015,6,26
979014,285,6,2015-06-27,6481,554,1,0,0,0,2015,6,27
980129,285,7,2015-06-28,0,0,0,0,0,0,2015,6,28
981244,285,1,2015-06-29,7360,600,1,1,0,0,2015,6,29
982359,285,2,2015-06-30,6619,514,1,1,0,0,2015,6,30
983474,285,3,2015-07-01,5797,469,1,1,0,0,2015,7,1
984589,285,4,2015-07-02,5401,470,1,1,0,0,2015,7,2
985704,285,5,2015-07-03,5390,458,1,1,0,0,2015,7,3
986819,285,6,2015-07-04,6507,527,1,0,0,0,2015,7,4
987934,285,7,2015-07-05,0,0,0,0,0,0,2015,7,5
989049,285,1,2015-07-06,5083,462,1,0,0,0,2015,7,6
990164,285,2,2015-07-07,4562,442,1,0,0,0,2015,7,7
991279,285,3,2015-07-08,4769,457,1,0,0,0,2015,7,8
992394,285,4,2015-07-09,4715,442,1,0,0,0,2015,7,9
993509,285,5,2015-07-10,4405,430,1,0,0,0,2015,7,10
994624,285,6,2015-07-11,6225,546,1,0,0,0,2015,7,11
995739,285,7,2015-07-12,0,0,0,0,0,0,2015,7,12
996854,285,1,2015-07-13,7669,607,1,1,0,0,2015,7,13
997969,285,2,2015-07-14,6010,514,1,1,0,0,2015,7,14
999084,285,3,2015-07-15,6111,499,1,1,0,0,2015,7,15
1000199,285,4,2015-07-16,5019,454,1,1,0,0,2015,7,16
1001314,285,5,2015-07-17,5377,515,1,1,0,0,2015,7,17
1002429,285,6,2015-07-18,6647,552,1,0,0,0,2015,7,18
1003544,285,7,2015-07-19,0,0,0,0,0,0,2015,7,19
1004659,285,1,2015-07-20,5837,497,1,0,0,0,2015,7,20
1005774,285,2,2015-07-21,4623,458,1,0,0,0,2015,7,21
1006889,285,3,2015-07-22,4332,455,1,0,0,0,2015,7,22
1008004,285,4,2015-07-23,4960,443,1,0,0,0,2015,7,23
1009119,285,5,2015-07-24,4531,432,1,0,0,0,2015,7,24
1010234,285,6,2015-07-25,7024,562,1,0,0,0,2015,7,25
1011349,285,7,2015-07-26,0,0,0,0,0,0,2015,7,26
